Id,Name,Image_url,Tutorial_url,Description,Type,Level1,Level2
11,基础密度图,https://openbiox.github.io/Bizard/Distribution/Density_files/figure-html/fig-ThemedDensity-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Density.html#fig-ThemedDensity,基础密度图使用 theme_ipsum,密度图,BASICS,Distribution
12,镜像密度图,https://openbiox.github.io/Bizard/Distribution/Density_files/figure-html/fig-MirroredDensity-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Density.html#fig-MirroredDensity,镜像密度图使用 ggplot2 包和 TCGA-LIHC 数据集,密度图,BASICS,Distribution
13,多组密度图,https://openbiox.github.io/Bizard/Distribution/Density_files/figure-html/fig-MultipleGroupsDensity_Diamonds-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Density.html#fig-MultipleGroupsDensity_Diamonds,多组密度图使用 ggplot2 包和 diamonds 数据集,密度图,BASICS,Distribution
14,多组密度图,https://openbiox.github.io/Bizard/Distribution/Density_files/figure-html/fig-MultipleGroupsDensity_iris-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Density.html#fig-MultipleGroupsDensity_iris,多组密度图使用 ggplot2 包和 iris 数据集,密度图,BASICS,Distribution
15,分面密度图,https://openbiox.github.io/Bizard/Distribution/Density_files/figure-html/fig-FacetedDensity-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Density.html#fig-FacetedDensity,分面密度图使用 ggplot2 包和 diamonds 数据集,密度图,BASICS,Distribution
16,堆积密度图,https://openbiox.github.io/Bizard/Distribution/Density_files/figure-html/fig-StackedDensity-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Density.html#fig-StackedDensity,堆积密度图使用 ggplot2 包和 diamonds 数据集,密度图,BASICS,Distribution
17,边际密度图,https://openbiox.github.io/Bizard/Distribution/Density_files/figure-html/fig-MarginalDensity-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Density.html#fig-MarginalDensity,边际密度图使用 ggExtra 包和 mtcars 数据集,密度图,BASICS,Distribution
18,边际密度图,https://openbiox.github.io/Bizard/Distribution/Density_files/figure-html/fig-MarginalDistributions_Parameters-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Density.html#fig-MarginalDistributions_Parameters,边际密度图自定义参数,密度图,BASICS,Distribution
19,注释密度图,https://openbiox.github.io/Bizard/Distribution/Density_files/figure-html/fig-AnnotatedDensity-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Density.html#fig-AnnotatedDensity,注释密度图使用 ggplot2 包和 iris 数据集,密度图,BASICS,Distribution
20,注释密度图,https://openbiox.github.io/Bizard/Distribution/Density_files/figure-html/fig-AnnotatedDensity_Parameters-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Density.html#fig-AnnotatedDensity_Parameters,注释密度图自定义参数,密度图,BASICS,Distribution
21,基础直方图,https://openbiox.github.io/Bizard/Distribution/Histogram_files/figure-html/fig-BasicHist-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Histogram.html#fig-BasicHist,基础直方图使用 ggplot2 包和 TCGA-LIHC 数据集,直方图,BASICS,Distribution
22,基础直方图,https://openbiox.github.io/Bizard/Distribution/Histogram_files/figure-html/fig-bins-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Histogram.html#fig-bins,基础直方图关键参数 binwidth/bins,直方图,BASICS,Distribution
23,密度曲线直方图,https://openbiox.github.io/Bizard/Distribution/Histogram_files/figure-html/fig-DensityCurve-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Histogram.html#fig-DensityCurve,密度曲线直方图使用 ggplot2 包和 TCGA-LIHC 数据集,直方图,BASICS,Distribution
24,镜像直方图,https://openbiox.github.io/Bizard/Distribution/Histogram_files/figure-html/fig-MirroredHistogram-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Histogram.html#fig-MirroredHistogram,镜像直方图使用 ggplot2 包和 TCGA-LIHC 数据集,直方图,BASICS,Distribution
25,同一轴上的多个直方图,https://openbiox.github.io/Bizard/Distribution/Histogram_files/figure-html/fig-OverlappingHistograms-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Histogram.html#fig-OverlappingHistograms,同一轴上的多个直方图使用 ggplot2 包和 TCGA-LIHC 数据集,直方图,BASICS,Distribution
26,多个变量的分面直方图,https://openbiox.github.io/Bizard/Distribution/Histogram_files/figure-html/fig-FacetedHistograms-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Histogram.html#fig-FacetedHistograms,多个变量的分面直方图使用 ggplot2 包和 TCGA-LIHC 数据集,直方图,BASICS,Distribution
27,使用 ggMarginal 添加边际分布,https://openbiox.github.io/Bizard/Distribution/Histogram_files/figure-html/fig-MarginalDistributions-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Histogram.html#fig-MarginalDistributions,添加边际分布使用 ggMarginal 包和 mtcars 数据集,直方图,BASICS,Distribution
28,使用 ggMarginal 添加边际分布,https://openbiox.github.io/Bizard/Distribution/Histogram_files/figure-html/fig-MarginalDistributions_Parameters-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Histogram.html#fig-MarginalDistributions_Parameters,边际分布直方图自定义参数,直方图,BASICS,Distribution
29,断点图,https://openbiox.github.io/Bizard/images/Distribution/BreakPlot_fig1.png,https://openbiox.github.io/Bizard/zh/Distribution/BreakPlot.html#fig-BreakPlotFig1,断点图使用 ggbreak 包和 ToothGrowth 数据集,断点图,BASICS,Distribution
30,断点分组散点图,https://openbiox.github.io/Bizard/images/Distribution/BreakPlot_fig2.png,https://openbiox.github.io/Bizard/zh/Distribution/BreakPlot.html#fig-BreakPlotFig2,断点分组散点图使用 ggbreak 包和 ToothGrowth 数据集,断点图,BASICS,Distribution
31,断点折线图,https://openbiox.github.io/Bizard/images/Distribution/BreakPlot_fig3.png,https://openbiox.github.io/Bizard/zh/Distribution/BreakPlot.html#fig-BreakPlotFig3,断点折线图使用 ggbreak 包和 ToothGrowth 数据集,断点图,BASICS,Distribution
32,更多进阶断点图,https://openbiox.github.io/Bizard/images/Distribution/BreakPlot_fig4.png,https://openbiox.github.io/Bizard/zh/Distribution/BreakPlot.html#fig-BreakPlotFig4,更多进阶断点图使用 ggbreak 包和 ToothGrowth 数据集,断点图,BASICS,Distribution
33,基础箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-1-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E5%9F%BA%E7%A1%80%E7%BB%98%E5%9B%BE,基础箱线图使用 ggplot2 包和 TCGA-BRCA 数据集,箱线图,BASICS,Distribution
34,基础箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E5%8F%82%E6%95%B0%E8%B0%83%E6%95%B4,基础箱线图使用 ggplot2 包和 mtcars 数据集,箱线图,BASICS,Distribution
35,基础箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-3-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E9%A2%9C%E8%89%B2%E8%AE%BE%E7%BD%AE,基础箱线图颜色设置,箱线图,BASICS,Distribution
36,基础箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-4-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E9%A2%9C%E8%89%B2%E8%AE%BE%E7%BD%AE,基础箱线图颜色设置使用 fill=class,箱线图,BASICS,Distribution
37,基础箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-5-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E9%A2%9C%E8%89%B2%E8%AE%BE%E7%BD%AE,基础箱线图颜色设置使用 palette="Dark2",箱线图,BASICS,Distribution
38,基础箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-6-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E7%BB%84%E9%97%B4%E9%AB%98%E4%BA%AE,基础箱线图组间高亮,箱线图,BASICS,Distribution
39,可变宽度箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-7-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E5%8F%AF%E5%8F%98%E5%AE%BD%E5%BA%A6%E7%AE%B1%E7%BA%BF%E5%9B%BE,可变宽度箱线图使用 ggplot2 包和人工创建数据集,箱线图,BASICS,Distribution
40,可变宽度箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-8-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E5%8F%AF%E5%8F%98%E5%AE%BD%E5%BA%A6%E7%AE%B1%E7%BA%BF%E5%9B%BE,可变宽度箱线图使用 ggplot2 包和 mpg 数据集,箱线图,BASICS,Distribution
41,连续变量的箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-9-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E8%BF%9E%E7%BB%AD%E5%8F%98%E9%87%8F%E7%9A%84%E7%AE%B1%E7%BA%BF%E5%9B%BE,连续变量的箱线图使用 ggplot2 包和 diamonds 数据集,箱线图,BASICS,Distribution
42,添加平均值的箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-10-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E6%B7%BB%E5%8A%A0%E5%B9%B3%E5%9D%87%E5%80%BC%E7%9A%84%E7%AE%B1%E7%BA%BF%E5%9B%BE,添加平均值的箱线图使用 ggplot2 包和人工创建数据集,箱线图,BASICS,Distribution
43,添加平均值的箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-11-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E6%B7%BB%E5%8A%A0%E5%B9%B3%E5%9D%87%E5%80%BC%E7%9A%84%E7%AE%B1%E7%BA%BF%E5%9B%BE,添加平均值的箱线图使用 ggplot2 包和 mpg 数据集,箱线图,BASICS,Distribution
44,散点箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-12-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E6%95%A3%E7%82%B9%E7%AE%B1%E7%BA%BF%E5%9B%BE,散点箱线图使用 ggplot2 包和人工创建数据集,箱线图,BASICS,Distribution
45,小提琴图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-13-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E5%B0%8F%E6%8F%90%E7%90%B4%E5%9B%BE,小提琴图使用 ggplot2 包和人工创建数据集,箱线图,BASICS,Distribution
46,分组箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-14-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E5%88%86%E7%BB%84%E7%AE%B1%E7%BA%BF%E5%9B%BE,分组箱线图使用 ggplot2 包和人工创建数据集,箱线图,BASICS,Distribution
47,分组箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-15-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E5%88%86%E7%BB%84%E7%AE%B1%E7%BA%BF%E5%9B%BE,分组箱线图添加统计分析,箱线图,BASICS,Distribution
48,分组箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-16-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E5%88%86%E7%BB%84%E7%AE%B1%E7%BA%BF%E5%9B%BE,每个子组分开的分组箱线图,箱线图,BASICS,Distribution
49,分组箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-17-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E5%88%86%E7%BB%84%E7%AE%B1%E7%BA%BF%E5%9B%BE,分组箱线图以 variety 为依据,箱线图,BASICS,Distribution
50,添加边际分布到箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-18-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E6%B7%BB%E5%8A%A0%E7%AE%B1%E7%BA%BF%E5%9B%BE%E8%BE%B9%E9%99%85%E5%88%86%E5%B8%83,原始散点图,箱线图,BASICS,Distribution
51,添加边际分布到箱线图,https://openbiox.github.io/Bizard/Distribution/BoxPlot_files/figure-html/unnamed-chunk-19-1.png,https://openbiox.github.io/Bizard/zh/Distribution/BoxPlot.html#%E6%B7%BB%E5%8A%A0%E7%AE%B1%E7%BA%BF%E5%9B%BE%E8%BE%B9%E9%99%85%E5%88%86%E5%B8%83,添加箱线图边际分布,箱线图,BASICS,Distribution
52,基础山脊线图,https://openbiox.github.io/Bizard/Distribution/Ridgeline_files/figure-html/fig-BasicRidgeline-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Ridgeline.html#fig-BasicRidgeline,基础山脊线图使用 ggridges 包和 iris 数据集,山脊线图,BASICS,Distribution
53,基础山脊线图,https://openbiox.github.io/Bizard/Distribution/Ridgeline_files/figure-html/fig-BasicRidgeline2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Ridgeline.html#fig-BasicRidgeline2,基础山脊线图使用 ggridges 包和 TCGA_clinic 数据集,山脊线图,BASICS,Distribution
54,直方山脊线图,https://openbiox.github.io/Bizard/Distribution/Ridgeline_files/figure-html/fig-ChangingShapes-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Ridgeline.html#fig-ChangingShapes,直方山脊线图使用 ggridges 包和 iris 数据集,山脊线图,BASICS,Distribution
55,直方山脊线图,https://openbiox.github.io/Bizard/Distribution/Ridgeline_files/figure-html/fig-ChangingShapes2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Ridgeline.html#fig-ChangingShapes2,直方山脊线图使用 ggridges 包和 TCGA_clinic 数据集,山脊线图,BASICS,Distribution
56,具有可变颜色的山脊线图,https://openbiox.github.io/Bizard/Distribution/Ridgeline_files/figure-html/fig-ChangingColors-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Ridgeline.html#fig-ChangingColors,具有可变颜色的山脊线图使用 ggridges 包和 iris 数据集,山脊线图,BASICS,Distribution
57,具有可变颜色的山脊线图,https://openbiox.github.io/Bizard/Distribution/Ridgeline_files/figure-html/fig-ChangingColors2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Ridgeline.html#fig-ChangingColors2,具有可变颜色的山脊线图使用使用 ggridges 包和 TCGA_clinic 数据集,山脊线图,BASICS,Distribution
58,基础蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-BasicBee-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-BasicBee,基础蜂群图使用 beeswarm 包和 iris 数据集,蜂群图,BASICS,Distribution
59,基础蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-BasicBee2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-BasicBee2,基础蜂群图使用 beeswarm 包和 TCGA-LIHC 数据集,蜂群图,BASICS,Distribution
60,翻转蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-Flip-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-Flip,翻转蜂群图使用 beeswarm 包和 TCGA_clinic 数据集,蜂群图,BASICS,Distribution
61,改变基本特征的蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-Features-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-Features,改变基本特征的蜂群图使用 beeswarm 包和 iris 数据集,蜂群图,BASICS,Distribution
62,改变基本特征的蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-Features2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-Features2,改变基本特征的蜂群图使用 beeswarm 包和 TCGA_clinic 数据集,蜂群图,BASICS,Distribution
63,分组蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-grouping-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-grouping,分组蜂群图使用 beeswarm 包和 iris 数据集,蜂群图,BASICS,Distribution
64,分组蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-grouping2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-grouping2,分组蜂群图使用 beeswarm 包和 TCGA_clinic 数据集,蜂群图,BASICS,Distribution
65,自定义位置行为的蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-CustomPositionBehavior-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-CustomPositionBehavior,自定义位置行为的蜂群图使用 beeswarm 包和 iris 数据集,蜂群图,BASICS,Distribution
66,自定义位置行为的蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-CustomPositionBehavior2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-CustomPositionBehavior2,自定义位置行为的蜂群图使用 beeswarm 包和 TCGA_clinic 数据集,蜂群图,BASICS,Distribution
67,使用 ggbeeswarm 包绘制基础蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-Basicggbeeswarm-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-Basicggbeeswarm,基础蜂群图使用 ggbeeswarm 包和 iris 数据集,蜂群图,BASICS,Distribution
68,使用 ggbeeswarm 包绘制基础蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-BasicggBee2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-BasicggBee2,基础蜂群图使用 ggbeeswarm 包和 TCGA_clinic 数据集,蜂群图,BASICS,Distribution
69,使用 ggbeeswarm 包绘制翻转蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-ggFlip-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-ggFlip,翻转蜂群图使用 ggbeeswarm 包和 iris 数据集,蜂群图,BASICS,Distribution
70,使用 ggbeeswarm 包绘制翻转蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-ggFlip2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-ggFlip2,翻转蜂群图使用 ggbeeswarm 包和 TCGA_clinic 数据集,蜂群图,BASICS,Distribution
71,使用 ggbeeswarm 包绘制自定义蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-ggFeatures-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-ggFeatures,自定义蜂群图使用 ggbeeswarm 包和 iris 数据集,蜂群图,BASICS,Distribution
72,使用 ggbeeswarm 包绘制自定义蜂群图,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-ggFeatures2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-ggFeatures2,自定义蜂群图使用 ggbeeswarm 包和 TCGA_clinic 数据集,蜂群图,BASICS,Distribution
73,使用 ggbeeswarm 包改变蜂群图点的位置,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-PositionOfPoint-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-PositionOfPoint,改变蜂群图点的位置使用 ggbeeswarm 包和 iris 数据集,蜂群图,BASICS,Distribution
74,使用 ggbeeswarm 包自定义蜂群图点的颜色,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-ColorPoints-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-ColorPoints,自定义蜂群图点的颜色使用 ggbeeswarm 包和 TCGA_clinic 数据集,蜂群图,BASICS,Distribution
75,使用 ggbeeswarm 包添加分组和统计分析,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-ggGrouping-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-ggGrouping,添加分组和统计分析使用 ggbeeswarm 包和 iris 数据集,蜂群图,BASICS,Distribution
76,使用 ggbeeswarm 包添加分组和统计分析,https://openbiox.github.io/Bizard/Distribution/Beeswarm_files/figure-html/fig-ggGrouping2-1.png,https://openbiox.github.io/Bizard/zh/Distribution/Beeswarm.html#fig-ggGrouping2,添加分组和统计分析使用 ggbeeswarm 包和 TCGA-LIHC 数据集,蜂群图,BASICS,Distribution
77,径向柱状图,https://openbiox.github.io/Bizard/Distribution/RadialColumnChart_files/figure-html/fig-1.1BasicRadial-1.png,https://openbiox.github.io/Bizard/zh/Distribution/RadialColumnChart.html#fig-1.1BasicRadial,径向柱状图使用人工创建数据集,径向柱状图,BASICS,Distribution
78,径向柱状图,https://openbiox.github.io/Bizard/Distribution/RadialColumnChart_files/figure-html/fig-1.2LabeledRadial-1.png,https://openbiox.github.io/Bizard/zh/Distribution/RadialColumnChart.html#fig-1.2LabeledRadial,带患者标签的径向柱状图使用人工创建数据集,径向柱状图,BASICS,Distribution
79,更多进阶径向柱状图,https://openbiox.github.io/Bizard/Distribution/RadialColumnChart_files/figure-html/fig-2.1DensityCurve-1.png,https://openbiox.github.io/Bizard/zh/Distribution/RadialColumnChart.html#fig-2.1DensityCurve,更多进阶径向柱状图使用人工创建数据集,径向柱状图,BASICS,Distribution
80,更多进阶径向柱状图,https://openbiox.github.io/Bizard/Distribution/RadialColumnChart_files/figure-html/fig-2.2DensityCurve-1.png,https://openbiox.github.io/Bizard/zh/Distribution/RadialColumnChart.html#fig-2.2DensityCurve,更多进阶径向柱状图使用人工创建数据集,径向柱状图,BASICS,Distribution
81,基础散点图,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-BasicPlot-1.png,https://openbiox.github.io/Bizard/zh/Correlation/Scatter.html#fig-BasicPlot,基础散点图使用 ggplot2 包和 iris 数据集,散点图,BASICS,Correlation
82,设置点样式的散点图,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-PointStyle-1.png,https://openbiox.github.io/Bizard/zh/Correlation/Scatter.html#fig-PointStyle,在 geom_point() 函数中设置形状、大小和颜色参数,散点图,BASICS,Correlation
83,多类数据散点图,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-Multi-classDataPlot-1.png,https://openbiox.github.io/Bizard/zh/Correlation/Scatter.html#fig-Multi-classDataPlot,多类数据散点图使用 ggplot2 包和 iris 数据集,散点图,BASICS,Correlation
84,多类数据散点图,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-MapFeatures-1.png,https://openbiox.github.io/Bizard/zh/Correlation/Scatter.html#fig-MapFeatures,将分类变量映射到散点图其他特征,散点图,BASICS,Correlation
85,多类数据散点图,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-ChangeLegendPosition-1.png,https://openbiox.github.io/Bizard/zh/Correlation/Scatter.html#fig-ChangeLegendPosition,"改变散点图图例位置使用 legend.position.inside = c(0.87, 0.8)",散点图,BASICS,Correlation
86,增加点标签的散点图,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-Point_Labels1-1.png,https://openbiox.github.io/Bizard/zh/Correlation/Scatter.html#fig-Point_Labels1,增加点标签的散点图使用 using geom_text(),散点图,BASICS,Correlation
87,增加点标签的散点图,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-Point_Labels2-1.png,https://openbiox.github.io/Bizard/zh/Correlation/Scatter.html#fig-Point_Labels2,增加点标签的散点图使用 geom_label(),散点图,BASICS,Correlation
88,回归曲线散点图,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-RegressionCurve-1.png,https://openbiox.github.io/Bizard/zh/Correlation/Scatter.html#fig-RegressionCurve,回归曲线散点图使用 geom_smooth(),散点图,BASICS,Correlation
89,回归曲线散点图,https://openbiox.github.io/Bizard/Correlation/Scatter_files/figure-html/fig-RegressionEquation-1.png,https://openbiox.github.io/Bizard/zh/Correlation/Scatter.html#fig-RegressionEquation,回归曲线散点图使用 geom_labelsmooth(),散点图,BASICS,Correlation
